SummonerMatchId,SummonerFk,MatchFk,ChampionFk
562,18,EUW1_7533587616,22
563,18,EUW1_7533531734,21
564,18,EUW1_7533510240,21
565,18,EUW1_7533465546,145
566,18,EUW1_7533416881,41
567,18,EUW1_7532337157,202
568,18,EUW1_7532306667,22
569,18,EUW1_7531373889,22
570,18,EUW1_7526107929,22
571,18,EUW1_7526088989,202
572,18,EUW1_7519642258,21
573,18,EUW1_7513171805,145
574,18,EUW1_7513127588,145
575,18,EUW1_7513085253,21
576,18,EUW1_7564756252,145
577,18,EUW1_7564694818,21
578,18,EUW1_7563395238,41
579,18,EUW1_7548268567,21
580,18,EUW1_7548198980,202
581,18,EUW1_7540222627,222
582,18,EUW1_7533587616,22
583,18,EUW1_7533531734,21
584,18,EUW1_7533510240,21
585,18,EUW1_7533465546,145
586,18,EUW1_7533416881,41
587,18,EUW1_7532337157,202
588,18,EUW1_7532306667,22
589,18,EUW1_7531373889,22
590,18,EUW1_7526107929,22
591,18,EUW1_7526088989,202
592,18,EUW1_7519642258,21
593,18,EUW1_7513171805,145
594,18,EUW1_7513127588,145
595,18,EUW1_7513085253,21
596,19,EUW1_7567487622,69
597,19,EUW1_7567470538,234
598,19,EUW1_7567453100,63
599,19,EUW1_7567436735,432
600,19,EUW1_7567370856,25
601,19,EUW1_7567337252,120
602,19,EUW1_7567290662,161
603,19,EUW1_7561295895,267
604,19,EUW1_7561252509,267
605,19,EUW1_7561196906,25
606,19,EUW1_7558826141,161
607,19,EUW1_7558769827,432
608,19,EUW1_7558713175,26
609,19,EUW1_7558370859,69
610,19,EUW1_7558346474,202
611,19,EUW1_7558312654,235
612,19,EUW1_7558266718,267
613,19,EUW1_7558236570,111
614,19,EUW1_7558193310,111
615,19,EUW1_7557796026,136
616,19,EUW1_7567487622,69
617,19,EUW1_7567470538,234
618,19,EUW1_7567453100,63
619,19,EUW1_7567436735,432
620,19,EUW1_7567370856,25
621,19,EUW1_7567337252,120
622,19,EUW1_7567290662,161
623,19,EUW1_7561295895,267
624,19,EUW1_7561252509,267
625,19,EUW1_7561196906,25
626,19,EUW1_7558826141,161
627,19,EUW1_7558769827,432
628,19,EUW1_7558713175,26
629,19,EUW1_7558370859,69
630,19,EUW1_7558346474,202
631,19,EUW1_7558312654,235
632,19,EUW1_7558266718,267
633,19,EUW1_7558236570,111
634,19,EUW1_7558193310,111
635,19,EUW1_7557796026,136
636,20,EUW1_7514686980,804
637,20,EUW1_7514623244,901
638,20,EUW1_7511078733,222
639,20,EUW1_7129018899,21
640,20,EUW1_7128966184,222
641,20,EUW1_7120237667,21
642,20,EUW1_7120194181,67
643,20,EUW1_7118566500,523
644,20,EUW1_7118530040,54
645,20,EUW1_7118484442,221
646,20,EUW1_7118437944,202
647,20,EUW1_7115897507,21
648,20,EUW1_7115845566,110
649,20,EUW1_7115768982,21
650,20,EUW1_7115711882,21
651,20,EUW1_7115650360,21
652,20,EUW1_7088531524,901
653,20,EUW1_7037575734,21
654,20,EUW1_7013494837,901
655,20,EUW1_7013179099,145
656,20,EUW1_7514686980,804
657,20,EUW1_7514623244,901
658,20,EUW1_7511078733,222
659,20,EUW1_7129018899,21
660,20,EUW1_7128966184,222
661,20,EUW1_7120237667,21
662,20,EUW1_7120194181,67
663,20,EUW1_7118566500,523
664,20,EUW1_7118530040,54
665,20,EUW1_7118484442,221
666,20,EUW1_7118437944,202
667,20,EUW1_7115897507,21
668,20,EUW1_7115845566,110
669,20,EUW1_7115768982,21
670,20,EUW1_7115711882,21
671,20,EUW1_7115650360,21
672,20,EUW1_7088531524,901
673,20,EUW1_7037575734,21
674,20,EUW1_7013494837,901
675,20,EUW1_7013179099,145
676,21,EUW1_7567803153,497
677,21,EUW1_7566853938,498
678,21,EUW1_7566824075,14
679,21,EUW1_7566787143,777
680,21,EUW1_7566758209,19
681,21,EUW1_7566735906,222
682,21,EUW1_7565949898,221
683,21,EUW1_7565707291,92
684,21,EUW1_7565219980,21
685,21,EUW1_7565192412,498
686,21,EUW1_7565180276,92
687,21,EUW1_7565173130,121
688,21,EUW1_7565165776,895
689,21,EUW1_7565142757,143
690,21,EUW1_7565135577,136
691,21,EUW1_7565117293,246
692,21,EUW1_7565034811,98
693,21,EUW1_7565018560,82
694,21,EUW1_7564995905,254
695,21,EUW1_7564961178,26
696,21,EUW1_7567803153,497
697,21,EUW1_7566853938,498
698,21,EUW1_7566824075,14
699,21,EUW1_7566787143,777
700,21,EUW1_7566758209,19
701,21,EUW1_7566735906,222
702,21,EUW1_7565949898,221
703,21,EUW1_7565707291,92
704,21,EUW1_7565219980,21
705,21,EUW1_7565192412,498
706,21,EUW1_7565180276,92
707,21,EUW1_7565173130,121
708,21,EUW1_7565165776,895
709,21,EUW1_7565142757,143
710,21,EUW1_7565135577,136
711,21,EUW1_7565117293,246
712,21,EUW1_7565034811,98
713,21,EUW1_7565018560,82
714,21,EUW1_7564995905,254
715,21,EUW1_7564961178,26
716,22,EUW1_7567839518,518
717,22,EUW1_7567640710,875
718,22,EUW1_7567612457,523
719,22,EUW1_7567598706,55
720,22,EUW1_7567588920,145
721,22,EUW1_7567275445,110
722,22,EUW1_7567214197,133
723,22,EUW1_7567161316,59
724,22,EUW1_7566742466,104
725,22,EUW1_7566710327,166
726,22,EUW1_7566424227,236
727,22,EUW1_7566422930,81
728,22,EUW1_7566415201,99
729,22,EUW1_7566413471,17
730,22,EUW1_7566321305,86
731,22,EUW1_7566301958,20
732,22,EUW1_7566279592,42
733,22,EUW1_7566240342,24
734,22,EUW1_7566228340,222
735,22,EUW1_7565876307,161
736,22,EUW1_7567839518,518
737,22,EUW1_7567640710,875
738,22,EUW1_7567612457,523
739,22,EUW1_7567598706,55
740,22,EUW1_7567588920,145
741,22,EUW1_7567275445,110
742,22,EUW1_7567214197,133
743,22,EUW1_7567161316,59
744,22,EUW1_7566742466,104
745,22,EUW1_7566710327,166
746,22,EUW1_7566424227,236
747,22,EUW1_7566422930,81
748,22,EUW1_7566415201,99
749,22,EUW1_7566413471,17
750,22,EUW1_7566321305,86
751,22,EUW1_7566301958,20
752,22,EUW1_7566279592,42
753,22,EUW1_7566240342,24
754,22,EUW1_7566228340,222
755,22,EUW1_7565876307,161
756,25,EUW1_7518798166,85
757,25,EUW1_7518738844,246
758,25,EUW1_7514251243,56
759,25,EUW1_7514190971,56
760,25,EUW1_7513788881,85
761,25,EUW1_7513768148,61
762,25,EUW1_7513737265,497
763,25,EUW1_7513324042,22
764,25,EUW1_7513286719,555
765,25,EUW1_7513233648,267
766,25,EUW1_7505177029,33
767,25,EUW1_7505168873,64
768,25,EUW1_7505114227,238
769,25,EUW1_7503763525,85
770,25,EUW1_7503701599,555
771,25,EUW1_7502735598,53
772,25,EUW1_7502703608,497
773,25,EUW1_7500005057,555
774,25,EUW1_7499983754,85
775,25,EUW1_7499920850,81
776,25,EUW1_7518798166,85
777,25,EUW1_7518738844,246
778,25,EUW1_7514251243,56
779,25,EUW1_7514190971,56
780,25,EUW1_7513788881,85
781,25,EUW1_7513768148,61
782,25,EUW1_7513737265,497
783,25,EUW1_7513324042,22
784,25,EUW1_7513286719,555
785,25,EUW1_7513233648,267
786,25,EUW1_7505177029,33
787,25,EUW1_7505168873,64
788,25,EUW1_7505114227,238
789,25,EUW1_7503763525,85
790,25,EUW1_7503701599,555
791,25,EUW1_7502735598,53
792,25,EUW1_7502703608,497
793,25,EUW1_7500005057,555
794,25,EUW1_7499983754,85
795,25,EUW1_7499920850,81
796,26,EUW1_7427989792,79
797,26,EUW1_7427962316,5
798,26,EUW1_7427935179,56
799,26,EUW1_7183013108,56
800,26,EUW1_7182955076,5
801,26,EUW1_7182902214,79
802,26,EUW1_7182862876,56
803,26,EUW1_7182821026,104
804,26,EUW1_7182788421,5
805,26,EUW1_7182669113,104
806,26,EUW1_7178968845,104
807,26,EUW1_7178953543,59
808,26,EUW1_7161330960,5
809,26,EUW1_7161283635,79
810,26,EUW1_7161259880,59
811,26,EUW1_7161246869,56
812,26,EUW1_7125276988,59
813,26,EUW1_7125193614,56
814,26,EUW1_7124986080,79
815,26,EUW1_7124950920,59
816,26,EUW1_7427989792,79
817,26,EUW1_7427962316,5
818,26,EUW1_7427935179,56
819,26,EUW1_7183013108,56
820,26,EUW1_7182955076,5
821,26,EUW1_7182902214,79
822,26,EUW1_7182862876,56
823,26,EUW1_7182821026,104
824,26,EUW1_7182788421,5
825,26,EUW1_7182669113,104
826,26,EUW1_7178968845,104
827,26,EUW1_7178953543,59
828,26,EUW1_7161330960,5
829,26,EUW1_7161283635,79
830,26,EUW1_7161259880,59
831,26,EUW1_7161246869,56
832,26,EUW1_7125276988,59
833,26,EUW1_7125193614,56
834,26,EUW1_7124986080,79
835,26,EUW1_7124950920,59
836,27,EUW1_6975615990,56
837,27,EUW1_6975561260,234
838,27,EUW1_6975524335,234
839,27,EUW1_6975478833,234
840,27,EUW1_6973801674,5
841,27,EUW1_6973760564,5
842,27,EUW1_6972859712,5
843,27,EUW1_6972829707,57
844,27,EUW1_6972789427,121
845,27,EUW1_6972728274,106
846,27,EUW1_6972645393,163
847,27,EUW1_6972342166,106
848,27,EUW1_6971878553,60
849,27,EUW1_6971845967,131
850,27,EUW1_6971828640,35
851,27,EUW1_6971802473,120
852,27,EUW1_6971758933,106
853,27,EUW1_6971722912,106
854,27,EUW1_6971686527,56
855,27,EUW1_6971620209,11
856,27,EUW1_6975615990,56
857,27,EUW1_6975561260,234
858,27,EUW1_6975524335,234
859,27,EUW1_6975478833,234
860,27,EUW1_6973801674,5
861,27,EUW1_6973760564,5
862,27,EUW1_6972859712,5
863,27,EUW1_6972829707,57
864,27,EUW1_6972789427,121
865,27,EUW1_6972728274,106
866,27,EUW1_6972645393,163
867,27,EUW1_6972342166,106
868,27,EUW1_6971878553,60
869,27,EUW1_6971845967,131
870,27,EUW1_6971828640,35
871,27,EUW1_6971802473,120
